id,Age,Working_class,fnlwgt,education,education_num,marital_status,Occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,earning
245,51, Private,270194, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
246,31, Private,170983, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
247,34, Private,158420, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,1
248,54, Self-emp-not-inc,212165, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
249,45, Federal-gov,283037, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
250,27, Private,133696, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,88, United-States,1
251,47, Private,192713, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
252,24, State-gov,211049, 7th-8th,4, Never-married, Tech-support, Unmarried, White, Female,0,0,20, United-States,1
253,24, Private,441700, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,1
254,35, Local-gov,387777, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, United-States,1
255,27, Private,216481, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1
256,22, ?,139883, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,1
257,46, Private,45363, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,2824,40, United-States,0
258,26, Private,199143, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,1
259,47, Local-gov,246891, Masters,14, Divorced, Prof-specialty, Unmarried, White, Male,0,0,45, United-States,0
260,43, Self-emp-not-inc,180599, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,1
261,46, Private,177114, Assoc-acdm,12, Widowed, Prof-specialty, Unmarried, White, Female,0,0,27, United-States,1
262,34, Private,115066, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States,0
263,43, Private,141858, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,1
264,27, Private,169815, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,1
265,29, Private,255412, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3103,0,40, United-States,0
266,45, Self-emp-not-inc,67716, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
267,34, Private,118941, 11th,7, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Ireland,1
268,43, Private,135606, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,0
269,36, Private,82743, Assoc-acdm,12, Never-married, Transport-moving, Not-in-family, White, Male,0,0,55, Iran,1
270,55, Private,176904, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
271,40, Self-emp-not-inc,238574, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,0
272,29, Private,118478, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298,0,50, United-States,0
273,59, Self-emp-inc,122390, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,48, United-States,0
274,62, Self-emp-not-inc,204085, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States,1
275,28, Private,337378, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
276,50, Local-gov,320510, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,56, United-States,0
277,42, Self-emp-inc,277256, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States,0
278,40, Private,116103, Some-college,10, Separated, Craft-repair, Unmarried, White, Male,4934,0,47, United-States,0
279,19, Private,116562, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,1
280,50, Self-emp-not-inc,83311, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,13, United-States,1
281,44, Private,159297, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, ?,0
282,21, Private,197387, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,1
283,30, Local-gov,154935, Assoc-acdm,12, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States,1
284,52, Self-emp-inc,334273, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States,0
285,51, Private,277471, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
286,33, Private,122116, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,1
287,45, Federal-gov,102569, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
288,39, Self-emp-not-inc,272671, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
289,37, Private,192939, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
290,29, Private,160731, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
291,37, Private,254202, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
292,71, Private,179574, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12, United-States,0
293,33, Private,239781, Preschool,1, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico,1
294,42, State-gov,345969, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States,0
295,54, Private,146325, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
296,32, Private,182975, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,20, United-States,1
297,48, Federal-gov,110457, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1
298,45, State-gov,30219, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
299,36, Private,206951, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,45, United-States,0
300,30, Private,315640, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,40, China,0
301,31, Private,227446, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba,0
302,54, Private,257337, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
303,54, Private,146834, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,1
304,19, ?,217769, Some-college,10, Never-married, ?, Own-child, White, Female,594,0,10, United-States,1
305,19, ?,400356, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,1
306,36, Private,22245, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
307,53, Self-emp-inc,42924, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Male,14084,0,50, United-States,0
308,38, Private,199816, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,1
309,39, Self-emp-not-inc,152587, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,1
310,42, Private,211253, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,1
311,28, Self-emp-not-inc,182826, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,1
312,76, Self-emp-not-inc,237624, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States,1
313,58, Self-emp-not-inc,93664, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,0
314,36, Private,51100, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
315,65, Private,170012, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,34, United-States,1
316,49, Private,34377, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
317,44, Private,40024, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States,0
318,24, Private,194829, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
319,65, ?,224472, Prof-school,15, Never-married, ?, Not-in-family, White, Male,25124,0,80, United-States,0
320,61, Private,146788, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
321,64, Self-emp-not-inc,36960, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0
322,29, Local-gov,383745, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1485,40, United-States,0
323,41, Private,216116, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, ?,1
324,65, Private,154164, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,20051,0,20, ?,0
325,52, Private,101113, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,66, United-States,0
326,38, Private,357173, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
327,28, Private,377095, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1
328,22, Private,100345, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,13550,0,55, United-States,0
329,37, Self-emp-not-inc,282461, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
330,32, Private,123429, 10th,6, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1
331,28, Private,213276, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
332,34, State-gov,98101, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, ?,0
333,23, ?,145964, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,1
334,34, Private,253438, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
335,49, Self-emp-inc,172246, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States,0
336,33, Private,163110, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3781,0,40, United-States,1
337,28, Private,91299, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States,1
338,29, Self-emp-not-inc,160786, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
339,25, Private,117589, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,1
340,41, Local-gov,193524, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
341,23, Private,287681, 7th-8th,4, Never-married, Other-service, Not-in-family, White, Male,0,0,25, Mexico,1
342,19, Self-emp-not-inc,36012, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States,1
343,58, Private,128162, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,24, United-States,1
344,50, Private,301024, Bachelors,13, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States,0
345,58, Private,49159, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
346,31, Private,217803, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,32, United-States,1
347,43, Private,33331, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1
348,33, Local-gov,342458, Assoc-acdm,12, Divorced, Protective-serv, Not-in-family, White, Male,0,0,56, United-States,1
349,67, Private,191380, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
350,30, Self-emp-inc,204742, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
351,42, Private,111949, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,1
352,31, Private,507875, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States,1
353,55, Self-emp-not-inc,396878, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,25, United-States,1
354,21, ?,270043, 10th,6, Never-married, ?, Unmarried, White, Female,0,0,30, United-States,1
355,48, Private,153312, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States,0
356,36, Private,152307, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
357,52, Self-emp-inc,74712, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,0
358,41, Private,22201, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Japan,0
359,48, Private,123075, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
360,39, Private,108140, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
361,30, Private,229895, 10th,6, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,1
362,23, Private,189830, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, United-States,1
363,45, Federal-gov,162410, Some-college,10, Widowed, Tech-support, Not-in-family, White, Female,0,0,45, United-States,0
364,27, Private,197380, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,1
365,49, Private,159816, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,20, United-States,0
366,22, Private,54164, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,14084,0,60, United-States,0
367,20, Local-gov,188950, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,25, United-States,1
368,76, Private,127016, 7th-8th,4, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States,1
369,31, Private,251659, Some-college,10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1485,55, ?,0
370,20, ?,236523, 10th,6, Never-married, ?, Own-child, Black, Male,0,0,40, United-States,1
371,36, Private,289148, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,1
372,31, Private,118966, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,18, United-States,1
373,42, Private,384236, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,0
374,53, Private,274528, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States,1
375,39, Private,211440, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
376,30, Private,193598, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico,1
377,26, Private,58426, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
378,29, Private,103432, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1
379,53, Private,149784, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
380,77, Private,253642, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,30, United-States,1
